Line_Item_ID,Date,Credit_Card_Number,Quantity,Menu_Item
259,01-03-17,9.39E+15,1,nagomi shoyu
260,01-03-17,9.39E+15,1,nagomi shoyu
261,01-03-17,3.74E+14,1,truffle butter ramen
262,01-03-17,3.74E+14,1,truffle butter ramen
263,01-03-17,9.92E+15,1,vegetarian spicy miso
264,01-03-17,9.92E+15,1,vegetarian spicy miso
265,01-03-17,3.38E+15,1,truffle butter ramen
266,01-03-17,3.38E+15,1,truffle butter ramen
267,01-03-17,1.13E+15,1,tori paitan ramen
268,01-03-17,1.13E+15,1,tori paitan ramen
269,01-03-17,9.18E+11,1,soft-shell miso crab ramen
270,01-03-17,9.18E+11,1,soft-shell miso crab ramen
271,01-03-17,5.05E+15,1,soft-shell miso crab ramen
272,01-03-17,5.05E+15,1,soft-shell miso crab ramen
273,01-03-17,1.86E+14,1,soft-shell miso crab ramen
274,01-03-17,1.86E+14,1,soft-shell miso crab ramen
275,01-03-17,4.51E+15,1,shio ramen
276,01-03-17,4.51E+15,1,shio ramen
277,01-03-17,3.64E+15,1,vegetarian curry + king trumpet mushroom ramen
278,01-03-17,3.64E+15,1,vegetarian curry + king trumpet mushroom ramen
279,01-03-17,9.99E+15,3,tonkotsu ramen
280,01-03-17,9.99E+15,3,tonkotsu ramen
281,01-03-17,5.14E+15,1,vegetarian spicy miso
282,01-03-17,5.14E+15,1,vegetarian spicy miso
283,01-03-17,5.02E+14,2,tori paitan ramen
284,01-03-17,5.02E+14,2,tori paitan ramen
285,01-03-17,4.98E+15,1,tori paitan ramen
286,01-03-17,4.98E+15,1,tori paitan ramen
287,01-03-17,7.16E+15,1,tori paitan ramen
288,01-03-17,7.16E+15,1,tori paitan ramen
289,01-03-17,8.97E+15,1,tori paitan ramen
290,01-03-17,8.97E+15,1,tori paitan ramen
291,01-03-17,8.75E+15,1,vegetarian curry + king trumpet mushroom ramen
292,01-03-17,8.75E+15,1,vegetarian curry + king trumpet mushroom ramen
293,01-03-17,6.44E+14,1,miso crab ramen
294,01-03-17,6.44E+14,1,miso crab ramen
295,01-03-17,6.10E+15,1,shio ramen
296,01-03-17,6.10E+15,1,shio ramen
297,01-03-17,5.36E+15,1,tori paitan ramen
298,01-03-17,5.36E+15,1,tori paitan ramen
299,01-03-17,6.25E+15,1,vegetarian spicy miso
300,01-03-17,6.25E+15,1,vegetarian spicy miso
301,01-03-17,4.44E+15,1,tonkotsu ramen
302,01-03-17,4.44E+15,1,tonkotsu ramen
303,01-03-17,4.42E+15,1,miso crab ramen
304,01-03-17,4.42E+15,1,miso crab ramen
305,01-03-17,9.32E+15,3,tonkotsu ramen
306,01-03-17,9.32E+15,3,tonkotsu ramen
307,01-03-17,1.39E+15,1,miso crab ramen
308,01-03-17,1.39E+15,1,miso crab ramen
309,01-03-17,7.83E+15,2,tori paitan ramen
310,01-03-17,7.83E+15,2,tori paitan ramen
311,01-03-17,1.01E+14,1,shio ramen
312,01-03-17,1.01E+14,1,shio ramen
313,01-03-17,9.84E+15,2,miso crab ramen
314,01-03-17,9.84E+15,2,miso crab ramen
315,01-03-17,2.32E+15,2,tori paitan ramen
316,01-03-17,2.32E+15,2,tori paitan ramen
317,01-03-17,9.59E+14,1,truffle butter ramen
318,01-03-17,9.59E+14,1,truffle butter ramen
319,01-03-17,9.46E+15,2,truffle butter ramen
320,01-03-17,9.46E+15,2,truffle butter ramen
321,01-03-17,2.09E+14,3,tonkotsu ramen
322,01-03-17,2.09E+14,3,tonkotsu ramen
323,01-03-17,8.23E+15,4,burnt garlic tonkotsu ramen
324,01-03-17,8.23E+15,4,burnt garlic tonkotsu ramen
325,01-03-17,7.29E+15,2,tonkotsu ramen
326,01-03-17,7.29E+15,2,tonkotsu ramen
327,01-03-17,5.31E+15,1,tori paitan ramen
328,01-03-17,5.31E+15,1,tori paitan ramen
329,01-03-17,4.75E+15,1,spicy miso ramen
330,01-03-17,4.75E+15,1,spicy miso ramen
331,01-03-17,4.86E+15,2,truffle butter ramen
332,01-03-17,4.86E+15,2,truffle butter ramen
333,01-03-17,3.27E+15,4,shio ramen
334,01-03-17,3.27E+15,4,shio ramen
335,01-03-17,2.12E+13,1,vegetarian curry + king trumpet mushroom ramen
336,01-03-17,2.12E+13,1,vegetarian curry + king trumpet mushroom ramen
337,01-03-17,6.16E+15,2,burnt garlic tonkotsu ramen
338,01-03-17,6.16E+15,2,burnt garlic tonkotsu ramen
339,01-03-17,2.17E+15,1,truffle butter ramen
340,01-03-17,2.17E+15,1,truffle butter ramen
341,01-04-17,4.28E+15,1,vegetarian spicy miso
342,01-04-17,4.28E+15,1,vegetarian spicy miso
343,01-04-17,4.64E+15,1,vegetarian curry + king trumpet mushroom ramen
344,01-04-17,4.64E+15,1,vegetarian curry + king trumpet mushroom ramen
345,01-04-17,2.42E+15,1,vegetarian curry + king trumpet mushroom ramen
346,01-04-17,2.42E+15,1,vegetarian curry + king trumpet mushroom ramen
347,01-04-17,2.95E+15,2,tori paitan ramen
348,01-04-17,2.95E+15,2,tori paitan ramen
349,01-04-17,7.57E+15,1,soft-shell miso crab ramen
350,01-04-17,7.57E+15,1,soft-shell miso crab ramen
351,01-04-17,2.29E+15,1,tori paitan ramen
352,01-04-17,2.29E+15,1,tori paitan ramen
353,01-04-17,1.48E+15,1,truffle butter ramen
354,01-04-17,1.48E+15,1,truffle butter ramen
355,01-04-17,6.63E+15,4,burnt garlic tonkotsu ramen
356,01-04-17,6.63E+15,4,burnt garlic tonkotsu ramen
357,01-04-17,6.63E+14,4,spicy miso ramen
358,01-04-17,6.63E+14,4,spicy miso ramen
359,01-04-17,2.65E+15,1,truffle butter ramen
360,01-04-17,2.65E+15,1,truffle butter ramen
361,01-04-17,8.66E+15,1,truffle butter ramen
362,01-04-17,8.66E+15,1,truffle butter ramen
363,01-04-17,1.58E+15,1,tori paitan ramen
364,01-04-17,1.58E+15,1,tori paitan ramen
365,01-04-17,5.02E+15,1,tonkotsu ramen
366,01-04-17,5.02E+15,1,tonkotsu ramen
367,01-04-17,8.67E+15,1,vegetarian curry + king trumpet mushroom ramen
368,01-04-17,8.67E+15,1,vegetarian curry + king trumpet mushroom ramen
369,01-04-17,2.58E+15,1,shio ramen
370,01-04-17,2.58E+15,1,shio ramen
371,01-04-17,4.04E+14,1,spicy miso ramen
372,01-04-17,4.04E+14,1,spicy miso ramen
373,01-04-17,2.25E+15,2,burnt garlic tonkotsu ramen
374,01-04-17,2.25E+15,2,burnt garlic tonkotsu ramen
375,01-04-17,1.93E+15,1,miso crab ramen
376,01-04-17,1.93E+15,1,miso crab ramen
377,01-04-17,6.57E+15,1,tori paitan ramen
378,01-04-17,6.57E+15,1,tori paitan ramen
379,01-04-17,4.63E+15,1,nagomi shoyu
380,01-04-17,4.63E+15,1,nagomi shoyu
381,01-04-17,2.89E+15,1,vegetarian curry + king trumpet mushroom ramen
382,01-04-17,2.89E+15,1,vegetarian curry + king trumpet mushroom ramen
383,01-04-17,7.31E+14,1,spicy miso ramen
384,01-04-17,7.31E+14,1,spicy miso ramen
385,01-04-17,1.86E+15,1,spicy miso ramen
386,01-04-17,1.86E+15,1,spicy miso ramen
387,01-04-17,6.83E+15,1,tori paitan ramen
388,01-04-17,6.83E+15,1,tori paitan ramen
389,01-04-17,8.95E+15,1,soft-shell miso crab ramen
390,01-04-17,8.95E+15,1,soft-shell miso crab ramen
391,01-04-17,1.71E+15,1,miso crab ramen
392,01-04-17,1.71E+15,1,miso crab ramen
393,01-04-17,3.86E+15,1,tori paitan ramen
394,01-04-17,3.86E+15,1,tori paitan ramen
395,01-04-17,6.98E+15,2,tori paitan ramen
396,01-04-17,6.98E+15,2,tori paitan ramen
397,01-04-17,2.43E+15,1,shio ramen
398,01-04-17,2.43E+15,1,shio ramen
399,01-04-17,1.62E+14,1,truffle butter ramen
400,01-04-17,1.62E+14,1,truffle butter ramen
401,01-04-17,7.43E+15,4,spicy miso ramen
402,01-04-17,7.43E+15,4,spicy miso ramen
403,01-04-17,3.39E+15,1,tori paitan ramen
404,01-04-17,3.39E+15,1,tori paitan ramen
405,01-04-17,3.87E+14,1,vegetarian spicy miso
406,01-04-17,3.87E+14,1,vegetarian spicy miso
407,01-04-17,9.75E+15,1,soft-shell miso crab ramen
408,01-04-17,9.75E+15,1,soft-shell miso crab ramen
409,01-04-17,5.97E+15,1,vegetarian curry + king trumpet mushroom ramen
410,01-04-17,5.97E+15,1,vegetarian curry + king trumpet mushroom ramen
411,01-04-17,6.16E+15,1,vegetarian spicy miso
412,01-04-17,6.16E+15,1,vegetarian spicy miso
413,01-04-17,4.75E+15,3,nagomi shoyu
414,01-04-17,4.75E+15,3,nagomi shoyu
415,01-04-17,6.42E+15,3,shio ramen
416,01-04-17,6.42E+15,3,shio ramen
417,01-04-17,7.62E+15,1,truffle butter ramen
418,01-04-17,7.62E+15,1,truffle butter ramen
419,01-04-17,5.55E+15,1,miso crab ramen
420,01-04-17,5.55E+15,1,miso crab ramen
421,01-04-17,2.35E+15,1,tori paitan ramen
422,01-04-17,2.35E+15,1,tori paitan ramen
423,01-04-17,6.12E+15,1,burnt garlic tonkotsu ramen
424,01-04-17,6.12E+15,1,burnt garlic tonkotsu ramen
425,01-04-17,1.36E+15,1,shio ramen
426,01-04-17,1.36E+15,1,shio ramen
427,01-04-17,3.25E+14,1,nagomi shoyu
428,01-04-17,3.25E+14,1,nagomi shoyu
429,01-04-17,2.56E+15,1,tonkotsu ramen
430,01-04-17,2.56E+15,1,tonkotsu ramen
431,01-04-17,9.42E+15,1,shio ramen
432,01-04-17,9.42E+15,1,shio ramen
433,01-04-17,8.12E+15,1,truffle butter ramen
434,01-04-17,8.12E+15,1,truffle butter ramen
435,01-04-17,5.46E+15,1,spicy miso ramen
436,01-04-17,5.46E+15,1,spicy miso ramen
437,01-04-17,8.81E+15,1,vegetarian spicy miso
438,01-04-17,8.81E+15,1,vegetarian spicy miso
439,01-04-17,4.60E+15,1,tonkotsu ramen
440,01-04-17,4.60E+15,1,tonkotsu ramen
441,01-04-17,8.25E+15,1,burnt garlic tonkotsu ramen
442,01-04-17,8.25E+15,1,burnt garlic tonkotsu ramen
443,01-04-17,8.68E+15,1,shio ramen
444,01-04-17,8.68E+15,1,shio ramen
445,01-04-17,5.38E+15,1,soft-shell miso crab ramen
446,01-04-17,5.38E+15,1,soft-shell miso crab ramen
447,01-04-17,6.47E+15,1,tonkotsu ramen
448,01-04-17,6.47E+15,1,tonkotsu ramen
449,01-04-17,7.37E+15,4,spicy miso ramen
450,01-04-17,7.37E+15,4,spicy miso ramen
451,01-04-17,6.97E+13,1,tonkotsu ramen
452,01-04-17,6.97E+13,1,tonkotsu ramen
453,01-04-17,7.10E+15,1,shio ramen
454,01-04-17,7.10E+15,1,shio ramen
455,01-05-17,8.35E+15,1,miso crab ramen
456,01-05-17,8.35E+15,1,miso crab ramen
457,01-05-17,2.42E+15,1,truffle butter ramen
458,01-05-17,2.42E+15,1,truffle butter ramen
459,01-05-17,9.86E+15,1,spicy miso ramen
460,01-05-17,9.86E+15,1,spicy miso ramen
461,01-05-17,3.92E+15,1,vegetarian curry + king trumpet mushroom ramen
462,01-05-17,3.92E+15,1,vegetarian curry + king trumpet mushroom ramen
463,01-05-17,4.19E+15,1,soft-shell miso crab ramen
464,01-05-17,4.19E+15,1,soft-shell miso crab ramen
465,01-05-17,7.15E+15,1,miso crab ramen
466,01-05-17,7.15E+15,1,miso crab ramen
467,01-05-17,2.30E+15,1,vegetarian curry + king trumpet mushroom ramen
468,01-05-17,2.30E+15,1,vegetarian curry + king trumpet mushroom ramen
469,01-05-17,1.29E+15,1,tonkotsu ramen
470,01-05-17,1.29E+15,1,tonkotsu ramen
471,01-05-17,4.88E+15,1,soft-shell miso crab ramen
472,01-05-17,4.88E+15,1,soft-shell miso crab ramen
473,01-05-17,6.98E+15,4,shio ramen
474,01-05-17,6.98E+15,4,shio ramen
475,01-05-17,7.08E+15,1,soft-shell miso crab ramen
476,01-05-17,7.08E+15,1,soft-shell miso crab ramen
477,01-05-17,3.85E+15,3,vegetarian curry + king trumpet mushroom ramen
478,01-05-17,3.85E+15,3,vegetarian curry + king trumpet mushroom ramen
479,01-05-17,5.21E+15,1,truffle butter ramen
480,01-05-17,5.21E+15,1,truffle butter ramen
481,01-05-17,8.11E+15,1,vegetarian spicy miso
482,01-05-17,8.11E+15,1,vegetarian spicy miso
483,01-05-17,2.22E+15,1,burnt garlic tonkotsu ramen
484,01-05-17,2.22E+15,1,burnt garlic tonkotsu ramen
485,01-05-17,9.26E+15,1,nagomi shoyu
486,01-05-17,9.26E+15,1,nagomi shoyu
487,01-05-17,3.53E+15,1,soft-shell miso crab ramen
488,01-05-17,3.53E+15,1,soft-shell miso crab ramen
489,01-05-17,2.73E+15,1,vegetarian curry + king trumpet mushroom ramen
490,01-05-17,2.73E+15,1,vegetarian curry + king trumpet mushroom ramen
491,01-05-17,1.95E+15,2,spicy miso ramen
492,01-05-17,1.95E+15,2,spicy miso ramen
493,01-05-17,7.18E+15,1,truffle butter ramen
494,01-05-17,7.18E+15,1,truffle butter ramen
495,01-05-17,6.07E+15,1,vegetarian spicy miso
496,01-05-17,6.07E+15,1,vegetarian spicy miso
497,01-05-17,8.99E+15,1,vegetarian spicy miso
498,01-05-17,8.99E+15,1,vegetarian spicy miso
499,01-05-17,4.67E+15,4,soft-shell miso crab ramen
